serie_id	instrumento	dominio	conducta	conducta_texto	eje	segmento	unidad	ola	calc	result_p	result_lo	result_hi	par_con_anterior	cita_par	marca_2020	nota
ENDIREH-EMOCIONAL-CONTROL-EDAD-45-59-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	edad	45-59|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=45-59&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=45-59&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=45-59&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-EDAD-60-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	edad	60+|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=60%2B&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=60%2B&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=60%2B&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-EDAD-60-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	edad	60+|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=60%2B&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=60%2B&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=edad&categoria=60%2B&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-01-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	01|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=01&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=01&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=01&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-01-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	01|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=01&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=01&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=01&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-02-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	02|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=02&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=02&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=02&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-02-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	02|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=02&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=02&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=02&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-03-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	03|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=03&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=03&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=03&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-03-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	03|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=03&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=03&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=03&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-04-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	04|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=04&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=04&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=04&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-04-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	04|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=04&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=04&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=04&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-05-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	05|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=05&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=05&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=05&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-05-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	05|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=05&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=05&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=05&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-06-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	06|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=06&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=06&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=06&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-06-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	06|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=06&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=06&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=06&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-07-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	07|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=07&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=07&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=07&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-07-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	07|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=07&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=07&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=07&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-08-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	08|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=08&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=08&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=08&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-08-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	08|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=08&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=08&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=08&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-09-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	09|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=09&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=09&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=09&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-09-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	09|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=09&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=09&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=09&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-10-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	10|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=10&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=10&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=10&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-10-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	10|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=10&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=10&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=10&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-11-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	11|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=11&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=11&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=11&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-11-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	11|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=11&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=11&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=11&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-12-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	12|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=12&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=12&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=12&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-12-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	12|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=12&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=12&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=12&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-13-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	13|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=13&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=13&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=13&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-13-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	13|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=13&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=13&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=13&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-14-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	14|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=14&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=14&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=14&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-14-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	14|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=14&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=14&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=14&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-15-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	15|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=15&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=15&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=15&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-15-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	15|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=15&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=15&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=15&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-16-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	16|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=16&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=16&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=16&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-16-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	16|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=16&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=16&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=16&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-17-VENTANA-DESDE-OCTUBRE-2020	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	17|VENTANA:desde_octubre_2020	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=17&ventana=desde_octubre_2020/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=17&ventana=desde_octubre_2020/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=17&ventana=desde_octubre_2020/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
ENDIREH-EMOCIONAL-CONTROL-ENTIDAD-17-VENTANA-VIDA-RELACION	ENDIREH	genero	emocional_control	ENDIREH PISOS :: emocional_control	entidad	17|VENTANA:vida_relacion	proporcion_0_1	2021	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=17&ventana=vida_relacion/p	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=17&ventana=vida_relacion/ic95[0]	RESULT-ENDIREH2021-NF-BC-TABLA#resultado=emocional_control&eje=entidad&categoria=17&ventana=vida_relacion/ic95[1]	PRIMERA		NO	CELDA-DE-TABLA
